User ID,User Name,Movie ID,Movie Name,Rating,Rating Date,
4239,edmaidel,1963,Cooler,4,May/03/'04,
6576,diversity646,361,12 Monkeys,4,Mar/12/'01,
571,shopaholic_man,39,"Girl, Interrupted",5,Feb/08/'09,
10,phungus,1,Matrix,5,Dec/29/'06,
874,bigtruckseries,96,Battlefield Earth,3,Jun/17/'11,
34,captaind,902,Children of Men,2,Oct/25/'06,
2355,max-payne,654,Meet the Fockers,3,Jan/15/'05,
1709,remind,2488,Don Juan de Marco,5,Feb/20/'00,
41,drdevience,875,Brotherhood of the Wolf,5,Apr/12/'03,
7874,mrs.mac,276,Tae Bo - Basic,4,Sep/05/'00,
549,bilbopooh,5268,Lost In Austen,4,Aug/30/'11,
8522,calmo28,3777,MTV's The Real World You Never Saw - Hawaii,2,Apr/03/'00,
1562,thewasp,1994,Seven Years in Tibet,5,Sep/12/'00,
581,george_chabot,400,Road to Perdition,3,Aug/20/'03,
890,faithforever,2849,Kite Runner,5,Mar/05/'12,
4,penguinlady,571,All About My Mother,4,Jan/08/'00,
4303,lindeisha,2698,Man Who Knew Too Much,5,May/11/'08,
8701,kaansua,150,Bridget Jones' Diary,5,Apr/09/'02,
1427,t13monkeys,4899,Machine Girl,3,Jun/07/'08,
5295,jeffdaddy,8,American Beauty,3,Jan/21/'00,
1587,chad9976,817,Back to the Future 2,4,Jan/21/'04,
9860,karine,177,Dungeons & Dragons,2,Dec/12/'00,
2362,baronsamedi3,886,Casino,3,Feb/26/'03,
4487,dancingpotato,5791,Billy Bathgate,3,Jul/21/'01,
1766,msuribe,574,When Harry Met Sally...,5,Jan/19/'01,
1402,bilavideo,4339,Intolerance,5,Mar/20/'05,
2255,cate1956,24,Star Wars Episode I: The Phantom Menace,3,Apr/17/'00,
2094,priseger,68,Dinosaur,2,Jun/07/'00,
913,roheblius,7371,WWF - Summerslam '91,4,Oct/10/'07,
3416,reelponderings,1256,Mad Max,3,May/30/'08,
2880,tjmackey,327,Face/Off,5,Aug/19/'02,
1593,ninput,499,Nightmare on Elm Street,2,Nov/29/'04,
342,machelle,256,Twister,5,Oct/15/'00,
2786,rmurray847,5551,Shock Corridor,4,Oct/17/'11,
7117,hhassell99,229,What Dreams May Come,5,Dec/26/'99,
1413,truckturner,1285,Knowing,3,Sep/20/'10,
6409,dmezzer,199,Watcher,3,Sep/21/'00,
3163,tharris70,872,Secondhand Lions,5,Feb/14/'04,
1839,adage,710,English Patient,5,Jan/26/'00,
4076,gwenny,2989,Losing Isaiah,5,Nov/18/'01,
575,dragonfire88,3660,Pineapple Express,3,Jul/27/'11,
393,jeff_wilder78,91,Almost Famous,5,Nov/27/'01,
97,stephen_murray,9744,Myra Breckenridge,2,May/23/'02,
200,pmills1210,1142,In Good Company,4,Mar/16/'10,
393,jeff_wilder78,176,Black Hawk Down,5,Apr/07/'04,
9679,jwhitehead,806,40 Days and 40 Nights,2,Mar/11/'02,
8675,stardom08,4563,Housesitter,3,Feb/06/'09,
893,candice923,26,Unbreakable,4,Dec/03/'00,
9589,lli_wright,877,Changing Lanes,4,Apr/08/'02,
78,flamepillar,2658,Twisted,1,Feb/29/'04,
4353,aclockworkduke,3947,Green Hornet,3,Jan/26/'11,
1529,jc_hall,2185,Water Horse: Legend of the Deep,5,Jan/08/'08,
189,susidee34,825,Misery,5,Jul/31/'01,
1787,sloucho,46,Eyes Wide Shut,3,Mar/05/'01,
2939,pach1908,443,Goodfellas,4,Mar/06/'00,
8036,blakedwardsuk,8938,Return of the Pink Panther,4,Nov/07/'00,
1502,busby777,4448,Magnificent Ambersons,4,Jan/28/'08,
9462,julez,85,"Monsters, Inc.",5,Jul/25/'02,
1562,thewasp,1066,Waterworld,2,Nov/15/'09,
3846,phineaskc,2744,What Ever Happened to Baby Jane?,4,Jul/11/'01,
138,scott29,371,Billy Madison,4,Dec/07/'00,
1804,brad_cantrill,121,Princess Bride,5,May/01/'00,
469,jedikermit,1978,Tuck Everlasting,4,Dec/20/'03,
2351,metalluk,3426,Russian Ark,1,Jun/28/'05,
1486,biscuitfarmer,1734,40-Year-Old Virgin,4,Oct/25/'06,
2805,mrbrown,1088,What's The Worst That Could Happen?,2,Jun/01/'01,
581,george_chabot,5972,Hell Is for Heroes,4,Sep/07/'00,
579,three_ster,293,X2: X-Men United,5,Mar/22/'07,
1426,elvisdo,924,Superman Returns,4,Jun/27/'06,
8796,alan-smithee,2160,Ghostbusters 2,1,May/03/'02,
226,s_trimble,723,Unforgiven,5,Aug/09/'00,
614,naphtalia,4023,Elmer Gantry,4,Dec/09/'02,
589,janesbit1,2779,Modern Times,5,Oct/07/'00,
676,claireks,8,American Beauty,4,Jun/21/'00,
116,bill_chambers,135,Bring It On,3,Feb/14/'01,
1209,caliteen2000,32,Bicentennial Man,4,Jan/03/'00,
2951,markantony,521,Pledge,3,Aug/05/'01,
8688,quick6,233,Rugrats in Paris,5,Nov/26/'00,
7412,tanta07,269,My Big Fat Greek Wedding,3,Sep/07/'02,
2461,cariep,518,VeggieTales - The Toy That Saved Christmas,5,Dec/26/'00,
185,bobbo428,35,Meet the Parents,4,Nov/17/'00,
8168,nomattrwht,1683,Philadelphia Story,5,Oct/11/'00,
4160,jenzahara,707,Captain Corelli's Mandolin,4,Aug/17/'01,
1900,williamjones,935,Catwoman,1,Oct/06/'07,
7460,thladyblue,487,Three to Tango,4,Apr/12/'00,
82,mrsnormanmaine,2102,Princess Diaries 2: Royal Engagement,2,Jan/31/'05,
378,treeseed,3334,Last of the Dogmen,2,Jan/23/'04,
6177,doc_holliday,92,Entrapment,4,Dec/25/'99,
1433,seacow,1031,Click,4,Aug/10/'06,
23,jiggyjay,1218,Friday the 13th - Part 4: The Final Chapter,3,Oct/25/'03,
2976,oedipa_maas,959,Holy Smoke!,2,Mar/04/'00,
575,dragonfire88,1660,Ref,5,Dec/25/'08,
1611,gmann6900,522,Blade II,1,Sep/29/'02,
2568,sonja1211,1427,27 Dresses,4,Jun/17/'08,
1946,pavel21,527,Million Dollar Baby,5,Feb/02/'05,
8494,lunardaisy,107,Space Cowboys,4,Aug/14/'00,
5703,millymac,4484,Secret Garden,4,Apr/15/'00,
6807,skyth,96,Battlefield Earth,1,May/12/'00,
97,stephen_murray,272,Lost in Translation,2,May/07/'05,
44,chrisjarmick,75,American Psycho,4,Sep/18/'00,
3763,toast822,113,Star Wars: Episode II - Attack of the Clones,4,May/16/'02,
10,phungus,2401,Rush Hour 3,3,Jan/02/'08,
5076,powerslave,104,Braveheart,5,Dec/03/'99,
5641,mgscmwa,4676,Swimming With Sharks,4,Mar/24/'00,
2351,metalluk,8693,Forbidden Games,5,May/26/'04,
4504,yknot,76,Coyote Ugly,4,Apr/16/'01,
19,aliventiasylum,831,Sixteen Candles,3,May/15/'07,
575,dragonfire88,342,Incredibles,5,Nov/09/'04,
1562,thewasp,1529,American Outlaws,1,Sep/09/'10,
114,bryan_carey,404,"I, Robot",3,Mar/12/'05,
8797,baboonvideo,2172,Two Can Play That Game,2,Apr/01/'02,
1429,befus,434,About a Boy,4,Mar/05/'07,
5594,mojumbo,584,Ghost in the Shell,4,Dec/10/'99,
5589,requafilms,3832,Pink Panther,2,Dec/13/'99,
1172,jdanishevsky,185,Astronaut's Wife,2,Feb/21/'00,
2175,elainehn,3409,Green Card,5,Oct/18/'01,
3163,tharris70,978,Ring Two,5,Aug/28/'05,
654,goatius,1221,Highlander,1,Mar/29/'00,
19,aliventiasylum,442,Interview with the Vampire,5,Jul/27/'09,
587,susangranger,250,Jeepers Creepers,1,Aug/18/'01,
550,bruguru,4866,Neighbors,4,Nov/25/'05,
19,aliventiasylum,1719,Can't Buy Me Love,5,Aug/31/'10,
8582,amberhappygurl,4134,Dumb and Dumberer: When Harry Met Lloyd,3,Oct/22/'03,
775,bootsers,9,Mission: Impossible II,4,May/30/'00,
408,ssjakira1,8715,Outsider,4,Jul/20/'11,
7006,hornet,1997,Ringu,2,Jan/28/'03,
7048,benradford,217,Beautiful Mind,5,Jan/02/'02,
607,zenda,181,Wonder Boys,5,Apr/16/'00,
548,yakkowarner,2972,Resident Evil: Extinction,1,Jul/09/'08,
5455,teach2755,16,Patriot,5,Aug/01/'00,
4266,dr.zaius,71,Romeo Must Die,2,Mar/25/'00,
4793,michaelhatton,44,Mission to Mars,2,Jun/15/'01,
3280,hhire,697,American President,4,Sep/04/'00,
571,shopaholic_man,1435,The Social Network,4,Oct/11/'10,
97,stephen_murray,9318,Noah's Arc: Jumping the Broom,4,Feb/04/'09,
582,cntaur5,2709,Living Daylights,4,Feb/09/'04,
200,pmills1210,2605,Glen or Glenda?,1,Aug/14/'01,
974,bonies7,1093,My Fair Lady,5,Oct/23/'99,
8387,asiabrew,2090,Slums of Beverly Hills,4,Mar/22/'01,
1417,countess_eva,1026,Buffy the Vampire Slayer - Season 1,5,Jan/04/'10,
3130,wtpoohlover,296,Shrek 2,4,May/19/'04,
1923,pacmany2j,565,Urban Legend,4,Apr/08/'03,
2774,nsign,113,Star Wars: Episode II - Attack of the Clones,1,Mar/27/'03,
2807,xxxxer,7045,Alligator,5,Dec/24/'01,
19,aliventiasylum,1444,Major League,4,Nov/07/'07,
169,tombarnes,3100,Hairspray,4,Jun/19/'05,
97,stephen_murray,9350,Lackawanna Blues,5,Dec/31/'09,
2976,oedipa_maas,446,Sweet and Lowdown,3,Jan/22/'00,
2905,xiibaro,135,Bring It On,3,May/04/'01,
4355,scotman55,680,North by Northwest,5,Feb/18/'10,
205,jankp,145,Family Man,5,Dec/20/'03,
7117,hhassell99,3071,Reefer Madness,4,Dec/26/'99,
6891,sounds,443,Goodfellas,5,Feb/16/'02,
2982,crandretti,185,Astronaut's Wife,1,Feb/12/'00,
3775,xgollum,652,Original Kings of Comedy,3,Dec/07/'01,
2354,mike_bracken,3402,Dahmer,4,Nov/18/'02,
9250,daguys,1363,Jesus Christ Superstar,5,Jun/21/'01,
8391,jademurphy,6447,Snow White: A Tale of Terror,5,Mar/20/'00,
549,bilbopooh,4871,Geppetto,3,May/10/'00,
492,kld718,61,What Women Want,4,Aug/18/'02,
6604,ecn71270,1938,Breakdown,5,Dec/21/'01,
6552,socnorb777,38,Man on the Moon,5,Oct/22/'00,
575,dragonfire88,1374,National Lampoon's Vacation,4,May/14/'07,
1911,tommy_lop,342,Incredibles,4,Nov/22/'04,
148,andrew_hicks,1564,Phenomenon,4,Dec/31/'99,
8522,calmo28,3134,Saturday Night Fever,4,Apr/09/'00,
1572,helenekhoffman,4203,Hercules in New York,1,Aug/03/'05,
4700,irwinjules,876,About Schmidt,3,Mar/10/'03,
2791,spelvini,1855,Assassination of Jesse James by the Coward Robert Ford,5,Sep/29/'08,
2615,duke101,358,Akira,5,Oct/29/'01,
6983,lmoore00,512,Last Samurai,3,Dec/19/'03,
196,pambo,8661,300 Spartans,5,Dec/30/'07,
2801,sussmanbern,620,Hellboy,3,Aug/14/'04,
1946,pavel21,2243,Matchstick Men,4,Jun/25/'04,
1587,chad9976,509,Return of the Jedi,5,Oct/31/'00,
1841,linda1527,563,Music of the Heart,5,Jul/28/'00,
600,asourdough4,5092,River of No Return,3,Apr/09/'08,
487,carstairs38,6405,Lois & Clark - The Complete Second Season,5,Jun/13/'09,
19,aliventiasylum,2362,Spy Who Loved Me,4,Aug/10/'08,
588,rbradford,25,What Lies Beneath,4,Jul/23/'00,
8383,jlemin79,47,Charlie's Angels,4,Nov/27/'00,
268,mtuairau,2252,No Reservations,4,Jul/15/'08,
7412,tanta07,160,Signs,4,Aug/12/'02,
581,george_chabot,1103,Departed,4,Nov/11/'09,
4327,mickeymoose15,440,Elf,4,Dec/13/'03,
6,vemartin,503,Aviator,5,Jan/31/'05,
405,horswispr,59,Lord of the Rings: The Fellowship of the Ring,2,Dec/12/'02,
401,lambchops,706,Edward Scissorhands,5,May/06/'04,
170,davidmac,8733,Red and the White,4,Aug/08/'03,
4883,rangerlover2,350,Gone With the Wind,5,Apr/17/'00,
4343,mark_dujsik,160,Signs,5,Aug/08/'02,
8743,digamma,764,Romy and Michele's High School Reunion,1,Sep/09/'99,
268,mtuairau,1516,It Happened One Night,5,Feb/23/'08,
549,bilbopooh,735,Santa Clause,5,Nov/26/'00,
2791,spelvini,5348,Call Northside 777,5,Sep/26/'06,
612,talyseon,5828,Paranormal Activity 3,4,Oct/21/'11,
2351,metalluk,1717,Raise the Red Lantern,4,Mar/24/'04,
9763,jensrm,18,Perfect Storm,3,Jul/05/'00,
2033,pierretascher,836,Trick,5,May/10/'04,
408,ssjakira1,9651,Hellsing - Vol. 1: Impure Souls,4,Mar/20/'06,
8605,dionymnia,171,Messenger: The Story of Joan of Arc,3,Nov/17/'99,
8056,babypod,2635,Rango,3,Mar/12/'11,
612,talyseon,3945,Good Shepherd,5,Jun/03/'08,
1241,leann22,344,Highlander: Endgame,4,Mar/17/'01,
2795,verbatima,411,Mulholland Dr.,5,Sep/06/'05,
5393,merey,436,Love and Basketball,4,Nov/26/'00,
4309,wbdbaj,2237,Raising Helen,3,Oct/17/'04,
8500,lodeedough,6,Gladiator,5,May/21/'00,
2358,garethvk,464,Kill Bill Vol. 2,3,Apr/15/'04,
97,stephen_murray,726,Bad Santa,2,Dec/10/'09,
2784,tattooedjedi,20,Galaxy Quest,5,Jan/09/'00,
572,chelledun,8367,Outsourced,4,Jan/07/'09,
2801,sussmanbern,1213,Runaway Jury,5,Aug/22/'04,
3075,flyboy101,12,Fight Club,3,Jun/12/'00,
2363,laughingtarget,68,Dinosaur,2,Feb/01/'01,
189,susidee34,8447,Cobb,4,May/04/'00,
2008,chicknyell,251,Teaching Mrs. Tingle,1,Jan/12/'00,
2358,garethvk,3259,Bloodrayne,3,Jan/11/'06,
5122,nathanael73,3546,Sirens,4,Jul/31/'00,
2351,metalluk,9977,Gruberov?/Ziegler/Strats/Harnoncourt/VP - Cosi Fan Tutte,5,Apr/21/'09,
7465,robvandam,78,Beach,4,Feb/21/'00,
164,paulsavage,9997,Darwin's Nightmare,1,Oct/16/'07,
2586,jmatsu,2080,Cats: The Musical,4,Sep/02/'03,
365,briankoller,578,Rush Hour,2,Nov/01/'99,
2908,jsgoddess,61,What Women Want,3,Dec/28/'00,
82,mrsnormanmaine,57,Hollow Man,2,Aug/15/'01,
8516,tazzy2j,2482,Cape Fear,5,Aug/13/'00,
6,vemartin,2611,Awake,1,Aug/08/'09,
2541,pyallen,869,Flawless,2,Jun/21/'00,
194,telynor,956,Ratatouille,5,Nov/11/'07,
5282,jeffcoffy,5091,Man Escaped,5,Jun/22/'00,
2498,stpezatcha,8264,Ice Cream Man,1,Feb/28/'00,
622,virtuelle2,7870,After Sex,4,Jul/08/'06,
1562,thewasp,6270,Ninth Configuration,4,Aug/26/'00,
2852,movie_critic,1592,Be Cool,3,Mar/04/'05,
3351,tigger500,4538,Six Degrees of Separation,5,Nov/29/'03,
581,george_chabot,9726,Donovan's Reef,4,Dec/15/'07,
6998,mrcrumbb,5,American Pie,5,Jan/08/'00,
396,kristinafh,1509,Waking the Dead,5,Mar/25/'01,
1707,lark729_89,2690,Only You,5,Feb/08/'00,
1076,bigbob51,66,Hurricane,5,Jan/16/'00,
8758,kilinahe,2528,Cindy Crawford - Shape Your Body Workout,3,Apr/11/'00,
35,waynio,5208,Red Tails,3,Jan/23/'12,
5703,millymac,641,Dead Poets Society,5,Jan/20/'00,
612,talyseon,2376,Hugo,5,Dec/02/'11,
2351,metalluk,3755,Emperor and the Assassin,4,Aug/12/'04,
8150,jeffs320,1902,Abbott and Costello Meet Frankenstein,5,Aug/01/'00,
5330,fannio,4813,Smashing Pumpkins - Greatest Hits Video Collection,5,May/18/'03,
396,kristinafh,1202,Real Women Have Curves,4,May/10/'03,
8405,flwriter,1984,Dead Again,5,Jul/08/'00,
9798,carolynuk,96,Battlefield Earth,2,May/18/'00,
988,michaelshane1,985,Along Came Polly,5,Jan/17/'04,
4990,stephenkay65,937,Last Castle,3,Apr/02/'02,
4453,skillz,30,Shrek,5,May/25/'01,
481,ready2bmom,618,Beaches,5,Feb/11/'00,
575,dragonfire88,3401,Superman IV: The Quest for Peace,1,Jul/05/'08,
96,shadow8,1511,Commando,4,Jul/29/'01,
2993,lorenmgreen,2500,Bulletproof,3,Aug/29/'01,
1435,sj1and0,2842,Deck the Halls,4,Jun/07/'08,
148,andrew_hicks,64,Tarzan,3,Jul/14/'99,
2313,colonialpara,8661,300 Spartans,5,Jan/13/'05,
42,millinocket,1039,Hidalgo,4,Sep/19/'04,
469,jedikermit,4286,Star Trek: The Next Generation - Episode 13,5,Aug/13/'08,
5236,dijinn,3631,Fighting Temptations,1,Jul/02/'03,
1268,4paws,4144,Flashdance,4,May/27/'00,
1834,heb,298,Adventures of Rocky and Bullwinkle,1,Jul/02/'00,
2796,lansky2000,401,Insomnia,4,Jun/04/'02,
1177,msmorvay,1427,27 Dresses,4,May/30/'08,
7450,packdragon,698,Angel Eyes,3,May/29/'01,
1688,sanguinmoon,131,Office Space,5,Sep/02/'00,
1130,manga,22,Dogma,4,Nov/29/'99,
2978,stone77777,1566,Murder by Death,5,Aug/26/'00,
8873,rooskers,1741,Emma,4,Jan/29/'00,
4069,ron,91,Almost Famous,4,Sep/17/'00,
1425,alena,32,Bicentennial Man,4,Dec/30/'99,
81,youngchinq,59,Lord of the Rings: The Fellowship of the Ring,5,Aug/06/'02,
3562,ruthik,77,Moulin Rouge,4,Oct/21/'01,
205,jankp,9519,Women,1,Feb/21/'09,
469,jedikermit,7072,Justice League - Justice on Trial,4,Jun/06/'03,
575,dragonfire88,8029,Simpsons - Season 10,4,Dec/31/'07,
8742,superiorstudio,799,Musketeer,1,Sep/10/'01,
167,firstcontact21,759,Animal,5,May/31/'01,
1427,t13monkeys,2889,21,3,Mar/29/'08,
48,grouch,4088,Seven Year Itch,4,Aug/29/'00,
1716,little_wet_dog,80,Harry Potter and the Sorcerer's Stone,1,Nov/21/'01,
5080,beloit08,4,Blair Witch Project,3,Dec/09/'99,
134,artbyjude,1007,Glengarry Glen Ross,4,Jan/12/'03,
3430,alkaiser,436,Love and Basketball,2,Mar/19/'01,
3016,sabrina7,2805,Dog of Flanders,1,Apr/01/'00,
3263,hazelwebster,47,Charlie's Angels,5,Apr/20/'01,
3198,titan45,5101,Robin Williams - Live On Broadway,5,Dec/07/'02,
2902,jphalt,94,Traffic,5,Oct/12/'01,
571,shopaholic_man,1408,Thor,5,May/22/'11,
2905,xiibaro,330,Straight Story,4,Apr/07/'00,
201,dlockeretz,861,Super Troopers,3,Feb/17/'02,
1402,bilavideo,2493,Weather Man,4,Jan/07/'06,
5111,louisam,1025,Gods and Monsters,4,Jan/18/'00,
3597,eddielancekick,421,Collateral,5,Feb/16/'06,
7126,carygoings,47,Charlie's Angels,5,Mar/28/'01,
1442,beckytcy,3332,Standing in the Shadows of Motown,4,Jan/21/'03,
9326,jonneller,2189,Inherit The Wind,5,Apr/13/'00,
72,granniemose,112,Story of Us,4,Apr/09/'00,
2807,xxxxer,3852,Traces of Death,3,Jan/10/'02,
5553,singleguy1974,1144,Love Stinks,4,Feb/04/'00,
24,snpmurray,9145,Doctor Who - The Brain of Morbius,5,Jul/27/'03,
2499,jamesh,3,Green Mile,5,Dec/21/'99,
97,stephen_murray,8501,Absence of Malice,4,May/22/'12,
581,george_chabot,8982,Sudden Impact,1,May/27/'05,
4853,korova,7699,Thin Blue Line,5,Apr/10/'01,
4419,quietpny,3835,Five People You Meet in Heaven,5,Apr/09/'05,
3403,hpotterdude,960,Legend,5,Jun/11/'03,
6393,aaron_burr,33,Final Destination,4,Mar/24/'00,
356,rosier123,250,Jeepers Creepers,4,Feb/19/'02,
3075,flyboy101,2356,Lean on Me,4,May/27/'00,
358,floatingcity,3972,Simpsons - Season 5,3,Apr/15/'07,
19,aliventiasylum,2652,Don't Look Now,4,May/28/'10,
1406,pyfr,5277,Sopranos - The Complete Second Season,5,Jul/02/'08,
9339,mjfarsi,1645,Addams Family,3,Jun/05/'00,
1420,cdm72,3814,Boogeyman,3,Aug/07/'11,
44,chrisjarmick,1411,Kentucky Fried Movie,4,Sep/03/'00,
8368,mikerz,411,Mulholland Dr.,5,Oct/24/'01,
2270,topreviewerman,968,Pan's Labyrinth,5,Sep/07/'12,
97,stephen_murray,5706,Beyond a Reasonable Doubt,3,Dec/27/'09,
9451,courtneyfox,45,World Is Not Enough,3,Dec/31/'99,
554,ed.williamson,1786,Sherlock Holmes: A Game Of Shadows,4,Dec/23/'11,
493,lyoness913,579,Rounders,5,Feb/04/'08,
10,phungus,5714,Supernatural - The Complete Second Season,5,Feb/24/'08,
134,artbyjude,126,Stigmata,2,Mar/04/'00,
6147,aliencowboy,68,Dinosaur,5,Jun/03/'00,
2825,sadiesguy,701,Dreamcatcher,2,Sep/28/'04,
5710,max1955,2482,Cape Fear,4,Jan/28/'00,
8419,wickengel,2570,Johnny Mnemonic,5,May/31/'00,
1124,isinga,6199,Captains Courageous,5,Oct/19/'99,
7954,en7489,176,Black Hawk Down,5,Jan/20/'02,
8797,baboonvideo,240,Cats & Dogs,2,Jan/14/'02,
7425,marginalrevu,245,Men of Honor,5,Nov/20/'00,
5282,jeffcoffy,637,E.T. The Extra-Terrestrial,4,Jul/25/'99,
5060,mummolo,445,Lion the Professional,5,Mar/04/'00,
579,three_ster,629,Garden State,4,Feb/19/'05,
4722,lindaohio,796,Open Water,3,Apr/30/'12,
2351,metalluk,5442,Vampyr,3,Apr/17/'04,
5282,jeffcoffy,4448,Magnificent Ambersons,5,Jul/26/'99,
4683,pat_toner,491,Underworld,3,Sep/28/'03,
8042,thornhill,837,Lucky Numbers,3,Oct/29/'00,
6857,gayton4444,523,Don't Say a Word,4,Oct/24/'01,
2358,garethvk,4796,24 - Season 3,5,Feb/01/'05,
408,ssjakira1,8064,Black Adder - Back and Forth,4,Sep/05/'06,
1435,sj1and0,948,Die Hard 3: Die Hard With a Vengeance,4,Nov/26/'06,
167,firstcontact21,67,Jurassic Park III,1,Jul/18/'01,
4822,juicejw,37,Magnolia,5,Jan/28/'00,
148,andrew_hicks,409,Beyond the Mat,4,Apr/02/'00,
3288,kingpinljc,1815,Coming to America,4,Jul/07/'09,
7788,sugar_seb,2253,Crocodile Hunter: Collision Course,2,Nov/12/'03,
2451,conter7,11,Austin Powers: The Spy Who Shagged Me,5,Nov/27/'00,
3319,rfr,196,Nurse Betty,5,Sep/10/'00,
34,captaind,891,Stand by Me,3,Feb/05/'07,
5776,jennypell,39,"Girl, Interrupted",5,Aug/25/'00,
2270,topreviewerman,3790,Transporter 3,4,Jan/26/'09,
2893,mynock77,2383,Patriot Games,5,Feb/08/'01,
