2568,1427,4
1946,527,5
8494,107,4
5703,4484,4
6807,96,1
97,272,2
44,75,4
3763,113,4
10,2401,3
5076,104,5
5641,4676,4
2351,8693,5
4504,76,4
19,831,3
575,342,5
1562,1529,1
114,404,3
8797,2172,2
1429,434,4
5594,584,4
5589,3832,2
1172,185,2
2175,3409,5
3163,978,5
654,1221,1
19,442,5
587,250,1
550,4866,4
19,1719,5
8582,4134,3
775,9,4
408,8715,4
7006,1997,2
7048,217,5
607,181,5
548,2972,1
5455,16,5
4266,71,2
4793,44,2
3280,697,4
571,1435,4
97,9318,4
582,2709,4
200,2605,1
974,1093,5
8387,2090,4
1417,1026,5
3130,296,4
1923,565,4
2774,113,1
2807,7045,5
19,1444,4
169,3100,4
97,9350,5
2976,446,3
2905,135,3
4355,680,5
205,145,5
7117,3071,4
6891,443,5
2982,185,1
3775,652,3
2354,3402,4
9250,1363,5
8391,6447,5
549,4871,3
492,61,4
6604,1938,5
6552,38,5
575,1374,4
1911,342,4
148,1564,4
8522,3134,4
1572,4203,1
4700,876,3
2791,1855,5
2615,358,5
6983,512,3
196,8661,5
2801,620,3
1946,2243,4
1587,509,5
1841,563,5
600,5092,3
487,6405,5
19,2362,4
588,25,4
8383,47,4
268,2252,4
7412,160,4
581,1103,4
4327,440,4
6,503,5
405,59,2
401,706,5
170,8733,4
4883,350,5
4343,160,5
8743,764,1
268,1516,5
549,735,5
2791,5348,5
612,5828,4
2351,1717,4
9763,18,3
2033,836,5
408,9651,4
8605,171,3
8056,2635,3
612,3945,5
1241,344,4
2795,411,5
5393,436,4
4309,2237,3
8500,6,5
2358,464,3
97,726,2
2784,20,5
572,8367,4
2801,1213,5
3075,12,3
2363,68,2
189,8447,4
2008,251,1
2358,3259,3
5122,3546,4
2351,9977,5
7465,78,4
164,9997,1
2586,2080,4
365,578,2
2908,61,3
82,57,2
8516,2482,5
6,2611,1
2541,869,2
194,956,5
5282,5091,5
2498,8264,1
622,7870,4
1562,6270,4
2852,1592,3
3351,4538,5
581,9726,4
6998,5,5
396,1509,5
1707,2690,5
1076,66,5
8758,2528,3
35,5208,3
5703,641,5
612,2376,5
2351,3755,4
8150,1902,5
5330,4813,5
396,1202,4
8405,1984,5
9798,96,2
988,985,5
4990,937,3
4453,30,5
481,618,5
575,3401,1
96,1511,4
2993,2500,3
1435,2842,4
148,64,3
2313,8661,5
42,1039,4
469,4286,5
5236,3631,1
1268,4144,4
1834,298,1
2796,401,4
1177,1427,4
7450,698,3
1688,131,5
1130,22,4
2978,1566,5
8873,1741,4
4069,91,4
1425,32,4
81,59,5
3562,77,4
205,9519,1
469,7072,4
575,8029,4
8742,799,1
167,759,5
1427,2889,3
48,4088,4
1716,80,1
5080,4,3
134,1007,4
3430,436,2
3016,2805,1
3263,47,5
3198,5101,5
2902,94,5
571,1408,5
2905,330,4
201,861,3
1402,2493,4
5111,1025,4
3597,421,5
7126,47,5
1442,3332,4
9326,2189,5
72,112,4
2807,3852,3
5553,1144,4
24,9145,5
2499,3,5
97,8501,4
581,8982,1
4853,7699,5
4419,3835,5
3403,960,5
6393,33,4
356,250,4
3075,2356,4
358,3972,3
19,2652,4
1406,5277,5
9339,1645,3
1420,3814,3
44,1411,4
8368,411,5
2270,968,5
97,5706,3
9451,45,3
554,1786,4
493,579,5
10,5714,5
134,126,2
6147,68,5
2825,701,2
5710,2482,4
8419,2570,5
1124,6199,5
7954,176,5
8797,240,2
7425,245,5
5282,637,4
5060,445,5
579,629,4
4722,796,3
2351,5442,3
5282,4448,5
4683,491,3
8042,837,3
6857,523,4
2358,4796,5
408,8064,4
1435,948,4
167,67,1
4822,37,5
148,409,4
3288,1815,4
7788,2253,2
2451,11,5
3319,196,5
34,891,3
5776,39,5
2270,3790,4
2893,2383,5
5696,8047,5
2852,5656,5
2805,23,5
581,7663,4
1550,1073,4
5920,70,3
10,2417,4
469,1102,3
3033,14,1
581,5455,4
9365,330,4
205,9507,4
1800,3199,5
3429,1462,2
1037,137,5
1057,8420,5
5626,1643,4
548,109,5
97,9287,3
4683,453,1
9854,2176,1
933,3715,4
2383,2704,4
580,320,4
564,1413,4
1593,104,5
8057,1629,2
9407,197,4
4558,547,5
3075,5512,4
2805,77,4
8401,6493,4
3389,5127,5
1586,1522,5
1911,6145,5
1569,199,1
393,272,5
1164,381,4
1383,6344,4
5294,22,3
205,8254,4
188,3436,5
3566,164,3
189,8881,1
5265,579,3
5980,1445,5
1973,4784,4
6434,6,4
1082,4648,3
2805,6,4
5718,213,5
2360,2073,5
4126,2560,5
7190,321,4
194,4095,2
3257,1177,4
2784,182,4
8042,75,2
764,540,2
10,1722,3
8042,178,2
7508,324,3
577,7849,4
2310,1079,2
2805,6792,3
6604,1354,3
3081,136,5
326,1056,2
41,434,5
3054,4061,3
2470,305,5
3325,458,5
2779,77,5
4851,18,4
397,4138,4
1536,390,4
3430,1341,1
5578,1155,5
162,2702,3
170,2571,4
614,2731,1
2801,173,3
23,3578,5
5821,7246,3
1402,263,4
2332,402,5
2957,268,1
575,2113,5
22,4101,4
4261,1763,4
4505,453,2
2786,1884,3
664,902,3
15,180,3
3965,62,2
370,2432,5
579,2206,1
413,981,5
1151,2662,2
134,1224,5
1520,6124,4
7037,34,3
7332,85,5
178,2714,4
1706,6299,4
874,2850,4
1838,3803,5
138,9162,1
1911,6981,5
2902,2022,4
2362,235,4
9634,3826,3
8191,3088,5
77,1387,5
333,1,5
8041,1791,5
2799,1834,4
1587,4705,4
650,3037,3
1654,785,3
9174,39,3
564,555,1
5710,14,3
2957,998,3
1588,201,5
2936,75,2
1072,3304,2
1082,3345,5
9101,10,4
19,4322,3
1463,1406,4
612,3196,4
612,205,4
387,3964,5
999,283,5
1891,223,4
128,388,4
1930,4273,4
579,403,2
2955,12,2
492,3621,3
1909,3915,3
474,61,5
1909,7223,2
5573,7436,5
8289,1222,3
238,447,5
5641,3783,4
3107,4960,4
581,5622,3
7466,55,4
575,5491,4
191,5270,3
612,3590,3
549,2155,2
1787,2700,5
48,1301,2
1985,4702,3
5282,2292,5
108,384,4
2561,516,4
189,513,4
571,1939,4
1433,1726,4
189,8564,3
60,291,4
2879,524,2
577,5509,2
3418,6693,5
42,767,3
205,5574,5
2358,3477,2
3920,83,5
1633,215,3
2757,21,2
1401,6398,5
2268,3516,4
2807,2643,4
6056,234,2
1393,223,4
97,5768,4
370,4475,4
9462,85,5
2925,9,5
2939,2144,4
1514,2003,5
23,619,2
2939,1081,4
542,554,4
752,997,2
1124,185,1
187,21,2
97,9407,4
3226,108,3
400,479,5
5363,419,5
8442,73,5
5319,314,3
5282,45,4
1417,1926,4
650,303,4
10,5658,4
3554,882,2
482,1285,3
3507,2575,3
2801,280,1
1082,1537,5
4563,531,3
8871,300,1
2259,243,4
7851,1017,2
8341,2008,2
9887,716,4
9150,7272,5
2608,257,5
19,3251,5
2777,2514,3
5319,37,5
1825,134,3
2668,225,2
557,3968,5
8694,628,3
19,5176,5
575,3450,1
2351,8696,3
5553,136,5
1492,742,3
8042,87,2
1417,1863,5
2803,209,4
8796,1006,1
9642,6,5
2595,43,1
469,2439,3
5909,58,5
542,1071,5
2602,5039,4
2270,2857,4
6,1964,1
9803,102,3
1433,334,5
3417,836,3
2791,8363,5
535,1978,4
15,608,3
1453,1184,3
8157,166,4
5516,708,4
8985,2112,5
8683,5724,5
8471,563,4
5703,4254,5
9365,575,4
166,5304,4
4238,6969,4
7487,611,5
6035,626,4
2881,4868,3
3958,9865,4
122,702,5
6451,3301,4
2778,138,3
8042,461,3
1082,5703,3
5240,87,4
466,87,2
1433,8865,4
2358,363,2
509,4010,5
3001,127,5
1481,1597,4
1431,6168,5
4487,4094,5
2354,52,1
19,5881,4
189,266,5
3859,1837,4
581,3586,5
7303,1799,5
2358,1844,3
5258,47,5
2176,878,2
8382,19,3
9289,1,5
401,6148,2
2056,73,5
2058,2057,5
5681,374,3
2807,4423,5
913,318,4
5434,212,5
166,5074,2
8797,728,3
2904,12,5
549,567,4
2218,57,3
2906,30,5
3390,285,4
1123,19,1
2641,2360,5
23,800,4
749,6707,4
2360,2143,2
2360,2007,5
563,912,2
1121,762,4
491,1778,4
5217,670,5
9394,202,2
2331,309,1
1562,5284,5
1195,1305,5
492,2237,3
612,8320,5
3037,7324,3
549,35,4
9542,85,5
587,4637,1
6147,134,4
2641,2,5
4797,5774,5
2173,625,5
4525,1540,4
1177,2623,4
6823,456,3
5942,48,3
3632,1861,2
820,3420,2
3150,6890,3
2786,2331,5
365,942,5
2341,9828,3
614,9391,5
2939,2513,2
1906,248,5
10,928,4
581,8161,4
680,137,4
3289,933,4
8742,323,3
3785,1392,4
645,500,4
2323,1263,4
1124,93,1
572,440,5
5277,336,4
1294,43,3
143,78,4
97,9327,4
5819,44,5
3418,1158,4
1463,110,5
575,2635,4
1106,4621,5
4556,240,3
589,771,5
487,5309,4
9660,2642,5
8797,169,2
1514,2640,4
582,41,3
2345,349,4
6646,2080,4
54,24,1
356,4029,5
268,25,4
5620,251,1
6675,21,4
3805,779,2
550,3806,4
54,34,1
24,5127,5
5637,453,4
3288,753,4
230,911,4
2265,30,5
1124,3271,5
46,9001,3
4265,6923,3
2323,325,5
5645,677,5
1427,3734,3
3426,5843,4
565,198,4
1906,2610,3
6011,1782,5
7952,1706,4
4581,654,2
2358,1355,4
2498,316,4
487,5495,4
1526,291,4
2410,1910,2
1402,2763,3
10,1724,3
108,3876,5
4631,6343,4
482,3010,2
2801,2855,4
1950,1102,2
2905,1554,5
2354,1400,4
7950,248,5
9674,848,5
2796,710,5
1587,2142,4
600,2629,5
7543,61,5
605,3699,5
2821,2182,4
5108,229,5
4496,404,2
7412,2840,4
7952,8,5
5594,346,5
2852,1191,3
1785,3716,4
1125,4836,1
6994,8942,1
2188,1461,3
23,2401,1
2953,605,1
2148,212,5
167,84,1
5282,777,3
566,2235,4
1578,57,2
332,84,3
6702,937,2
542,3285,4
4788,100,4
5493,108,4
2805,2445,2
4252,1097,1
4452,264,1
189,4383,5
5207,3397,3
23,4360,2
10,400,5
15,2375,3
538,25,5
9374,61,4
581,6712,3
1402,2386,2
9470,2287,5
1076,585,4
97,1383,3
2936,89,3
9672,13,3
3281,53,4
48,330,5
3029,295,5
122,803,2
5593,3683,5
44,5967,4
583,1094,5
9854,13,5
4488,21,4
138,2650,2
134,1504,5
1426,7382,1
149,113,3
97,9275,2
1435,142,4
4793,114,4
575,1877,4
7396,5599,4
2955,7,4
23,2002,5
5298,5425,5
2879,1679,2
42,1923,2
5942,320,4
423,1196,5
8760,202,4
3230,601,5
4822,73,5
1800,1783,4
505,4781,5
1393,1186,3
4215,4,5
7318,1146,4
1536,752,4
128,1471,4
579,1937,5
577,4174,3
2507,2661,5
5817,213,5
2415,672,5
2905,2036,4
9379,6933,4
529,5693,5
4591,197,5
365,452,4
5983,1180,3
5180,980,3
469,2051,5
5265,284,4
2805,219,2
498,172,1
122,542,3
1587,2810,4
581,3395,4
2827,656,3
5608,136,5
2376,4238,5
6147,533,2
564,1024,5
7454,120,5
2803,7638,1
4830,9369,5
200,273,4
194,683,4
719,8005,3
2320,1188,5
1,8566,3
1909,800,5
3071,233,5
2787,1024,2
2954,5272,4
2345,3856,4
2561,661,5
9134,104,5
2363,155,4
8797,2328,3
3,2860,4
5295,252,1
128,449,3
148,8266,3
378,9539,3
893,196,3
2905,504,2
7126,49,4
1790,9214,5
1463,3877,3
1177,406,4
194,194,3
134,366,4
575,2733,4
575,2653,4
5282,39,2
2807,3718,3
913,3956,4
482,7199,1
9997,633,3
2787,1276,3
6097,2305,2
7882,6153,4
701,93,5
2537,853,5
6920,168,2
3546,3950,5
1727,604,4
764,688,2
85,5615,2
1463,2169,1
122,5839,4
162,18,2
1413,3706,3
575,2545,4
138,2041,2
1413,9748,1
2341,4333,4
2805,315,3
1079,303,5
5135,3,3
7680,175,3
1433,791,4
8675,3243,3
664,80,5
1522,1132,4
402,230,3
8633,6786,5
1985,7815,3
537,614,4
122,1975,5
5059,64,5
5641,833,4
78,2493,3
5265,39,3
3102,7340,2
9281,3550,2
2349,3986,4
1716,732,5
1124,4668,5
1252,60,4
1973,8108,4
493,73,5
1168,275,5
542,1939,4
2341,3846,5
556,3437,4
1562,1430,3
1425,693,4
2507,367,4
487,4783,4
3904,113,4
4492,125,3
3248,836,4
575,1430,4
148,709,3
7562,1534,2
134,102,4
1971,452,5
6,1316,4
1514,2969,3
8041,9006,3
2668,3586,4
9949,9819,3
5265,1283,1
7873,42,5
1593,285,3
1604,8362,4
3227,643,5
2923,334,2
686,482,5
2858,590,5
1056,1223,2
505,1115,3
2954,110,4
15,1695,2
3189,1207,3
8383,142,5
23,227,5
5376,222,4
1463,813,5
6217,187,4
4119,6283,5
187,473,1
542,3326,4
9494,20,5
2541,6477,4
4409,7381,1
2926,73,4
194,628,3
200,682,5
8406,14,3
6479,40,3
2956,162,3
1266,1128,4
1646,2175,4
1076,82,4
3546,1453,4
4621,10,4
1294,1804,3
5920,730,5
191,8650,2
6630,2074,4
1444,1161,3
8678,1533,4
82,1187,3
1829,122,4
575,1096,4
2801,3625,4
2809,2784,5
5234,2162,5
6576,692,3
3129,5999,3
97,9762,5
1041,4184,4
97,3163,4
5076,797,4
2801,928,4
107,3555,1
6370,3606,4
6576,25,2
3407,59,5
549,2218,5
19,3823,5
114,767,3
3895,4074,5
3919,221,5
1395,1459,4
808,21,3
19,1060,4
874,2609,5
1433,8697,2
3239,24,5
365,680,4
554,400,4
10,1589,4
167,451,1
1420,1327,4
393,628,2
2905,1703,2
7832,25,5
587,1852,1
514,68,4
5814,458,5
1402,2404,1
16,8829,4
2786,2754,3
148,1974,2
1936,6387,3
396,1310,4
1888,268,2
3285,328,1
9744,3115,5
1888,174,5
6604,3155,5
134,230,3
1289,2816,4
2801,2100,5
4288,919,5
2789,1632,2
3304,813,3
42,400,4
10,593,4
60,1196,5
3305,339,4
2814,2131,1
1911,213,4
2934,260,1
6624,240,2
7465,800,5
4556,499,4
4861,6756,2
397,3840,5
2945,118,5
161,652,4
1295,543,5
6250,1914,1
1330,24,4
6549,988,5
7264,1810,5
2939,1258,3
1322,18,4
148,1590,2
8797,150,4
9302,63,2
8143,170,5
493,3234,2
2804,437,5
2351,453,2
2595,324,4
490,1,5
5090,710,1
3965,522,4
1456,1001,4
4309,34,3
7626,469,4
4467,3,5
2541,144,4
4822,18,3
542,918,5
9904,132,5
4477,4,2
654,1702,4
9484,2065,5
2268,1562,5
8251,73,5
612,2441,2
1456,213,5
5272,1300,2
2310,1359,4
2362,918,5
1433,991,4
1197,2038,3
3552,194,2
5193,7053,5
4000,111,3
3361,477,5
2461,2506,5
8648,786,5
5307,5097,5
647,97,4
4309,1778,5
745,1438,5
581,7838,2
5637,72,3
48,162,1
60,489,3
1904,110,4
2904,1351,5
4252,295,3
612,5847,3
134,121,3
57,237,1
78,1705,3
134,5823,3
2302,1141,3
9365,548,2
2341,606,5
3038,1410,1
7964,6109,3
2341,1011,4
4861,754,3
148,354,2
5545,81,3
4106,38,3
1735,215,4
1437,269,5
538,5274,5
8643,25,4
189,263,4
1903,166,5
122,1020,4
9165,1299,3
2541,2831,5
8042,530,1
170,3199,5
208,80,5
549,1366,5
230,2,2
2360,235,5
5942,147,4
370,2387,4
978,6,3
8452,307,5
44,5470,4
9113,9,2
719,400,4
6,567,4
2879,110,4
1036,253,4
1884,1379,1
482,5435,2
3098,2415,4
581,3673,3
3423,904,1
5384,4434,5
1193,151,1
1828,1,5
5282,5314,5
7606,50,5
97,4131,4
8042,388,2
1033,703,5
8093,181,1
8045,4452,5
2354,1744,2
5313,33,2
1402,1435,5
128,223,2
2087,231,2
4311,5595,5
19,2896,4
1426,4397,2
493,2451,3
6162,104,4
7460,144,5
3518,508,3
1549,6189,5
5247,237,4
8041,790,3
1121,312,5
1310,8417,5
238,989,5
5282,763,4
4343,707,3
4899,6729,4
2796,3998,5
1397,1712,5
2268,5234,2
34,1924,4
5711,5,5
5253,672,4
189,891,5
4428,588,4
612,1332,5
2354,2323,4
564,239,2
7597,1250,5
77,8463,5
2349,528,3
6576,468,4
7545,26,2
1417,708,5
9221,1234,5
542,197,5
482,6468,4
9163,86,5
614,653,5
711,1819,3
5718,506,5
5283,585,5
492,1577,1
134,57,2
2786,2859,4
2560,4,1
614,1606,5
9197,26,2
19,8780,3
1444,408,5
35,818,5
4869,7519,4
612,3833,5
2904,1333,4
41,9109,4
8042,391,3
2805,1657,3
7264,1046,5
34,1224,3
189,173,4
5686,698,3
581,2988,4
2342,369,5
3033,281,5
194,2015,5
5703,961,5
589,592,4
6624,1617,5
5686,105,4
2801,339,4
25,779,3
3426,113,5
3418,590,5
8675,212,5
1422,6685,5
177,3300,5
41,8911,5
9826,80,4
9208,1462,5
493,2432,5
581,236,5
8036,3353,4
19,539,4
654,2114,1
34,4368,3
2066,113,3
7473,6905,3
4249,1116,2
1079,3339,4
13,925,1
5589,1640,4
114,1715,4
578,6773,5
4488,73,4
2993,6830,5
1562,1597,3
701,6749,3
2861,1446,4
7964,3649,4
587,55,5
116,461,3
191,6063,3
549,874,5
2939,1033,4
986,487,3
893,210,4
3775,139,4
2826,59,5
2537,2762,5
170,4230,4
2345,811,4
4818,624,3
189,5521,4
9163,42,4
2331,1024,5
1444,1468,4
2905,5838,5
3320,3193,4
2606,1319,4
1900,3691,5
6495,32,4
5253,7491,5
107,9880,4
2331,56,3
573,2184,5
3514,6843,5
9790,293,5
550,749,4
3146,7317,5
5295,148,2
2310,176,5
581,7793,4
7583,170,5
194,5561,4
457,2101,2
8797,2868,3
2323,3216,4
3158,493,4
516,6420,3
8209,59,4
275,1243,5
1413,5461,2
4327,1592,2
2198,1017,1
10,5241,2
587,6779,4
874,6311,2
1578,385,3
128,847,1
2770,232,4
2936,701,2
10,2118,3
1989,137,4
614,405,1
5235,176,4
549,4266,2
8876,661,5
581,6784,3
7974,13,3
138,1222,4
4788,46,5
5641,351,5
3414,1737,1
6613,36,4
4990,538,4
538,5441,4
1413,4108,3
5833,101,3
2606,1665,1
3,1698,1
5836,2125,5
2341,902,5
2337,713,5
2349,4610,3
19,1332,4
541,856,4
400,296,5
238,48,4
5959,1246,5
2858,166,5
164,1313,1
3068,1393,5
4051,10,4
2798,168,1
1660,663,2
2637,404,3
138,3526,4
2347,796,4
1562,1855,5
3816,721,2
100,58,4
3895,129,2
34,1164,4
621,6805,2
577,6652,4
8041,617,5
2259,263,4
2937,2732,1
114,628,3
2310,315,2
393,22,4
5644,99,5
575,1172,4
1645,1738,3
7881,2733,4
9250,16,1
523,635,3
191,2293,2
9429,3131,5
4452,33,4
4488,1458,3
97,8981,2
2470,814,5
189,151,3
88,1791,4
7052,896,4
2939,263,4
6576,620,4
45,831,4
397,3372,2
200,365,3
2331,62,2
2404,6042,5
2247,320,5
19,510,4
44,2057,5
128,9816,1
8797,633,2
612,1514,5
31,1523,2
8041,1028,2
3189,698,3
178,1462,4
9652,1672,5
554,2427,4
581,2588,4
554,1134,5
5847,195,3
2286,4135,4
1562,636,1
5046,2357,4
612,1091,5
82,361,4
1930,4132,4
97,9742,4
7175,46,1
521,4342,3
1826,3755,5
575,2421,3
2661,201,5
78,291,2
469,377,3
189,1750,5
1079,894,4
3044,1148,2
2898,52,5
2787,344,2
1426,8803,5
5252,1811,5
365,9554,4
913,1637,4
41,3388,2
8675,180,4
82,622,4
6702,2445,2
2483,26,4
138,2084,1
3839,1951,2
166,8774,4
4488,1581,2
2415,5435,2
2787,768,5
581,603,4
2789,1409,1
8128,89,3
393,248,4
365,6207,4
2492,424,4
492,567,4
554,599,4
128,328,1
143,1962,5
3430,215,3
1214,409,4
60,3454,5
1802,2541,4
240,109,4
1891,3268,4
3281,234,3
100,31,5
2787,877,3
2344,1997,4
9827,197,5
752,394,5
1,5220,3
612,5686,2
380,2348,5
1427,2626,4
9468,419,5
194,902,2
579,1724,2
5294,2315,2
6624,145,3
122,574,4
1435,2582,4
6604,2804,5
7288,8473,2
3051,22,1
1436,24,2
9848,19,3
2805,718,2
2895,135,1
493,1101,5
240,208,5
8363,67,4
333,1674,4
5556,69,5
1654,87,4
1432,2183,4
1419,1872,4
3001,254,5
4145,109,2
1212,1028,5
1949,7,5
516,1086,4
6792,14,2
3328,760,1
7219,41,1
8522,123,4
3427,361,5
6935,361,4
2541,3669,5
1082,1725,3
370,85,5
164,9980,1
3517,2702,4
612,3588,5
5319,621,5
1641,1834,3
4249,1556,5
365,9754,5
9541,3765,5
2360,2209,4
8048,7032,3
2373,3086,3
549,144,4
4488,5447,4
645,1529,2
3444,1136,4
2807,9477,5
2791,5397,5
2290,7728,4
2805,1389,1
2787,1509,3
5257,71,2
8655,9031,4
218,474,5
2345,2881,4
2349,159,4
1230,284,4
6191,334,4
72,253,4
5282,100,2
240,356,5
15,10000,3
5571,1,2
240,929,5
2596,2210,2
78,25,3
469,500,4
2803,85,4
2796,537,4
4677,348,4
521,544,3
4788,52,3
6,3505,3
1608,1670,3
3430,62,3
4570,1189,3
2290,141,4
581,341,4
97,4519,4
581,2700,5
134,21,4
2415,480,2
59,217,5
86,696,1
2608,2369,5
550,2935,5
189,2722,5
2284,1219,4
5701,21,4
2175,85,5
1402,2133,1
4570,404,4
99,264,5
492,200,5
1413,2515,2
10,2404,2
9498,23,5
1172,40,5
2957,1498,2
2561,699,5
59,2797,4
671,1365,5
575,1643,4
1426,7462,3
114,415,5
3051,1462,5
1587,2809,2
4487,680,5
7771,248,4
2345,1533,4
3774,87,2
2362,293,4
96,5632,4
149,1912,2
205,8056,5
1902,46,4
1787,2033,1
556,1107,4
1463,4849,4
400,1808,3
5571,45,4
2976,257,5
2789,4117,1
189,9229,5
5282,959,3
8440,1187,4
393,222,3
3560,8278,4
1936,6703,3
170,1753,4
9395,456,5
9395,1075,5
77,8461,4
44,8935,4
134,901,4
1413,581,3
481,820,5
3381,1217,2
128,147,2
2331,1627,3
1909,3859,5
6087,8,5
740,15,5
97,5091,5
7276,10,3
5262,218,4
2787,905,2
148,302,3
15,2891,4
4160,1016,2
7594,912,5
1419,3659,5
292,1351,5
3418,2940,4
719,1988,4
2913,1759,5
1463,631,4
6616,173,3
7610,97,4
3507,2412,5
97,9782,3
7283,1346,3
1877,6281,4
2328,2027,5
200,194,4
554,1457,5
9474,416,3
629,1126,4
138,799,1
493,2611,4
4487,998,4
3265,55,5
2794,290,5
8561,316,5
4343,190,3
762,71,4
166,3916,4
589,26,2
980,240,1
397,1958,5
5635,1152,5
8401,109,1
581,3271,5
9589,1200,4
2800,135,4
5425,162,2
5296,1,5
621,7996,4
82,2263,3
581,137,2
5282,571,4
138,8186,2
1709,795,4
8115,43,2
505,8854,1
9000,1547,2
96,9,2
1431,6262,1
6,1415,4
413,4425,4
5942,1881,1
457,30,3
1177,332,5
259,23,4
6014,1,3
295,872,5
128,194,5
1419,6449,3
1962,134,4
213,164,5
719,384,4
3203,113,5
535,201,5
200,1117,4
5282,330,5
138,9836,3
575,6214,5
200,3115,4
791,179,5
4488,751,4
3107,1855,2
1884,2343,3
403,6150,3
1168,3304,4
1707,697,5
4537,855,5
8036,1580,2
9339,34,4
1386,1885,5
482,2606,3
1427,1429,2
134,268,4
2905,196,4
5231,30,4
7781,706,5
740,83,5
581,9386,4
200,2060,4
8556,4122,4
396,1696,4
9110,1339,4
2408,502,5
44,9129,4
587,112,3
1463,2194,3
1778,907,4
2939,529,3
1435,174,5
9548,705,3
138,331,2
42,6012,4
42,1297,2
581,3220,5
4327,1454,4
565,1491,4
2786,1525,5
2905,542,5
5465,27,3
2286,2403,1
19,364,4
4794,87,3
1463,23,4
97,1747,4
2906,829,4
128,4545,4
614,9838,5
1139,2524,1
7993,48,4
450,288,4
6573,1654,3
2358,1993,2
8144,6482,2
4257,1293,3
612,2244,4
7994,178,5
1442,6259,4
2904,16,3
612,5119,3
7952,1187,1
170,6084,4
1709,13,4
541,2849,5
7317,2091,1
3418,1735,3
8118,140,5
3834,91,4
1909,3906,4
1417,4641,4
1122,943,5
1082,6327,3
6029,56,4
2974,5375,5
7599,5374,4
664,1395,4
149,766,5
7829,133,5
4830,20,4
6667,1811,5
408,812,4
612,24,4
9339,2960,4
2555,296,5
128,215,4
2805,2223,1
4477,2,5
256,3,3
3848,206,3
5735,2347,5
8042,36,3
5393,10,5
134,3077,4
4266,4647,2
474,1666,5
41,701,5
205,2021,5
2087,330,4
3276,166,5
4080,1291,5
3347,9524,5
4450,9447,5
2380,8095,4
403,1275,5
3416,250,3
2458,7679,4
5703,2271,2
4782,1201,4
1402,1630,5
6907,200,5
2290,2799,5
1442,3883,1
460,104,5
238,1058,5
9600,953,4
3517,676,3
7493,6584,4
2384,3585,2
5224,538,2
191,8649,2
4267,888,4
8915,309,4
3452,2043,3
5295,399,4
150,140,5
365,3135,4
2936,604,4
1449,5908,3
6130,89,4
166,5815,4
3409,65,4
1413,2098,3
299,312,4
2794,5642,5
8009,639,5
1586,1160,4
2803,412,3
7094,282,3
6636,97,4
893,158,2
2,106,4
7865,1178,1
201,2791,4
2977,2009,2
8277,4,1
2148,977,4
3418,1217,3
5812,3,5
1911,6972,4
2801,490,3
365,891,4
2560,2064,4
16,4276,2
650,1363,4
189,4166,4
6629,20,3
7041,370,5
2200,160,2
365,3537,5
365,8165,5
3201,7047,3
